Sexo,Comunidades y Ciudades Autónomas,Nacionalidad,Periodo,Total
Mujeres,05 Canarias,Total,2023T4,"46,21"
Mujeres,05 Canarias,Total,2023T3,"44,82"
Mujeres,05 Canarias,Total,2023T2,"44,48"
Mujeres,05 Canarias,Total,2023T1,"45,37"
Mujeres,05 Canarias,Total,2022T4,"45,12"
Mujeres,05 Canarias,Total,2022T3,"43,21"
Mujeres,05 Canarias,Total,2022T2,"45,46"
Mujeres,05 Canarias,Total,2022T1,"43,85"
Mujeres,05 Canarias,Total,2021T4,"44,77"
Mujeres,05 Canarias,Total,2021T3,"41,18"
Mujeres,05 Canarias,Total,2021T2,"40,47"
Mujeres,05 Canarias,Total,2021T1,"39,27"
Mujeres,05 Canarias,Española,2023T4,"46,18"
Mujeres,05 Canarias,Española,2023T3,"44,52"
Mujeres,05 Canarias,Española,2023T2,"44,40"
Mujeres,05 Canarias,Española,2023T1,"44,98"
Mujeres,05 Canarias,Española,2022T4,"44,56"
Mujeres,05 Canarias,Española,2022T3,"43,03"
Mujeres,05 Canarias,Española,2022T2,"45,11"
Mujeres,05 Canarias,Española,2022T1,"44,50"
Mujeres,05 Canarias,Española,2021T4,"45,58"
Mujeres,05 Canarias,Española,2021T3,"42,16"
Mujeres,05 Canarias,Española,2021T2,"41,61"
Mujeres,05 Canarias,Española,2021T1,"40,46"
Mujeres,05 Canarias,Extranjera: Total,2023T4,"46,35"
Mujeres,05 Canarias,Extranjera: Total,2023T3,"46,02"
Mujeres,05 Canarias,Extranjera: Total,2023T2,"44,82"
Mujeres,05 Canarias,Extranjera: Total,2023T1,"47,05"
Mujeres,05 Canarias,Extranjera: Total,2022T4,"47,61"
Mujeres,05 Canarias,Extranjera: Total,2022T3,"44,06"
Mujeres,05 Canarias,Extranjera: Total,2022T2,"47,09"
Mujeres,05 Canarias,Extranjera: Total,2022T1,"40,64"
Mujeres,05 Canarias,Extranjera: Total,2021T4,"40,93"
Mujeres,05 Canarias,Extranjera: Total,2021T3,"36,92"
Mujeres,05 Canarias,Extranjera: Total,2021T2,"35,24"
Mujeres,05 Canarias,Extranjera: Total,2021T1,"33,88"
Mujeres,05 Canarias,Extranjera: Unión Europea,2023T4,"49,19"
Mujeres,05 Canarias,Extranjera: Unión Europea,2023T3,"54,14"
Mujeres,05 Canarias,Extranjera: Unión Europea,2023T2,"47,91"
Mujeres,05 Canarias,Extranjera: Unión Europea,2023T1,"52,96"
Mujeres,05 Canarias,Extranjera: Unión Europea,2022T4,"50,26"
Mujeres,05 Canarias,Extranjera: Unión Europea,2022T3,"50,43"
Mujeres,05 Canarias,Extranjera: Unión Europea,2022T2,"56,54"
Mujeres,05 Canarias,Extranjera: Unión Europea,2022T1,"47,10"
Mujeres,05 Canarias,Extranjera: Unión Europea,2021T4,"45,95"
Mujeres,05 Canarias,Extranjera: Unión Europea,2021T3,"40,78"
Mujeres,05 Canarias,Extranjera: Unión Europea,2021T2,"37,84"
Mujeres,05 Canarias,Extranjera: Unión Europea,2021T1,"41,77"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2023T4,"44,74"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2023T3,"42,28"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2023T2,"43,29"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2023T1,"43,83"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2022T4,"46,40"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2022T3,"40,20"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2022T2,"39,22"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2022T1,"35,16"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2021T4,"35,94"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2021T3,"33,21"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2021T2,"33,11"
Mujeres,05 Canarias,Extranjera: No pertenecientes a la Unión Europea,2021T1,"27,77"
Mujeres,06 Cantabria,Total,2023T4,"46,12"
Mujeres,06 Cantabria,Total,2023T3,"46,46"
Mujeres,06 Cantabria,Total,2023T2,"46,17"
Mujeres,06 Cantabria,Total,2023T1,"44,01"
Mujeres,06 Cantabria,Total,2022T4,"43,64"
Mujeres,06 Cantabria,Total,2022T3,"45,27"
Mujeres,06 Cantabria,Total,2022T2,"44,47"
Mujeres,06 Cantabria,Total,2022T1,"42,82"
Mujeres,06 Cantabria,Total,2021T4,"42,83"
Mujeres,06 Cantabria,Total,2021T3,"45,95"
Mujeres,06 Cantabria,Total,2021T2,"43,97"
Mujeres,06 Cantabria,Total,2021T1,"43,20"
Mujeres,06 Cantabria,Española,2023T4,"45,33"
Mujeres,06 Cantabria,Española,2023T3,"45,73"
Mujeres,06 Cantabria,Española,2023T2,"44,87"
Mujeres,06 Cantabria,Española,2023T1,"42,67"
Mujeres,06 Cantabria,Española,2022T4,"43,02"
Mujeres,06 Cantabria,Española,2022T3,"44,30"
Mujeres,06 Cantabria,Española,2022T2,"43,18"
Mujeres,06 Cantabria,Española,2022T1,"42,91"
Mujeres,06 Cantabria,Española,2021T4,"42,62"
Mujeres,06 Cantabria,Española,2021T3,"45,73"
Mujeres,06 Cantabria,Española,2021T2,"44,37"
Mujeres,06 Cantabria,Española,2021T1,"43,58"
Mujeres,06 Cantabria,Extranjera: Total,2023T4,"54,66"
Mujeres,06 Cantabria,Extranjera: Total,2023T3,"54,41"
Mujeres,06 Cantabria,Extranjera: Total,2023T2,"60,52"
Mujeres,06 Cantabria,Extranjera: Total,2023T1,"59,42"
Mujeres,06 Cantabria,Extranjera: Total,2022T4,"51,52"
Mujeres,06 Cantabria,Extranjera: Total,2022T3,"56,78"
Mujeres,06 Cantabria,Extranjera: Total,2022T2,"62,18"
Mujeres,06 Cantabria,Extranjera: Total,2022T1,"41,55"
Mujeres,06 Cantabria,Extranjera: Total,2021T4,"45,87"
Mujeres,06 Cantabria,Extranjera: Total,2021T3,"49,16"
Mujeres,06 Cantabria,Extranjera: Total,2021T2,"37,11"
Mujeres,06 Cantabria,Extranjera: Total,2021T1,"37,52"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2023T4,"61,55"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2023T3,"58,33"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2023T2,"73,40"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2023T1,"63,03"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2022T4,"57,86"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2022T3,"36,20"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2022T2,"67,31"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2022T1,"58,76"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2021T4,"37,61"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2021T3,"67,57"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2021T2,"47,83"
Mujeres,06 Cantabria,Extranjera: Unión Europea,2021T1,"36,03"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2023T4,"51,42"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2023T3,"53,20"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2023T2,"56,46"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2023T1,"58,22"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2022T4,"50,01"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2022T3,"61,81"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2022T2,"61,01"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2022T1,"39,45"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2021T4,"47,42"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2021T3,"42,33"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2021T2,"34,09"
Mujeres,06 Cantabria,Extranjera: No pertenecientes a la Unión Europea,2021T1,"37,93"
Mujeres,07 Castilla y León,Total,2023T4,"44,17"
Mujeres,07 Castilla y León,Total,2023T3,"44,70"
Mujeres,07 Castilla y León,Total,2023T2,"44,19"
Mujeres,07 Castilla y León,Total,2023T1,"43,53"
Mujeres,07 Castilla y León,Total,2022T4,"45,35"
Mujeres,07 Castilla y León,Total,2022T3,"45,35"
Mujeres,07 Castilla y León,Total,2022T2,"45,43"
Mujeres,07 Castilla y León,Total,2022T1,"43,71"
Mujeres,07 Castilla y León,Total,2021T4,"43,50"
Mujeres,07 Castilla y León,Total,2021T3,"43,29"
Mujeres,07 Castilla y León,Total,2021T2,"41,47"
Mujeres,07 Castilla y León,Total,2021T1,"41,18"
Mujeres,07 Castilla y León,Española,2023T4,"43,32"
Mujeres,07 Castilla y León,Española,2023T3,"43,47"
Mujeres,07 Castilla y León,Española,2023T2,"43,50"
Mujeres,07 Castilla y León,Española,2023T1,"43,20"
Mujeres,07 Castilla y León,Española,2022T4,"44,83"
Mujeres,07 Castilla y León,Española,2022T3,"44,93"
Mujeres,07 Castilla y León,Española,2022T2,"44,67"
Mujeres,07 Castilla y León,Española,2022T1,"43,08"
Mujeres,07 Castilla y León,Española,2021T4,"42,98"
Mujeres,07 Castilla y León,Española,2021T3,"42,72"
Mujeres,07 Castilla y León,Española,2021T2,"40,90"
Mujeres,07 Castilla y León,Española,2021T1,"40,77"
Mujeres,07 Castilla y León,Extranjera: Total,2023T4,"54,08"
Mujeres,07 Castilla y León,Extranjera: Total,2023T3,"59,07"
Mujeres,07 Castilla y León,Extranjera: Total,2023T2,"52,64"
Mujeres,07 Castilla y León,Extranjera: Total,2023T1,"47,74"
Mujeres,07 Castilla y León,Extranjera: Total,2022T4,"52,40"
Mujeres,07 Castilla y León,Extranjera: Total,2022T3,"51,17"
Mujeres,07 Castilla y León,Extranjera: Total,2022T2,"55,81"
Mujeres,07 Castilla y León,Extranjera: Total,2022T1,"52,62"
Mujeres,07 Castilla y León,Extranjera: Total,2021T4,"51,15"
Mujeres,07 Castilla y León,Extranjera: Total,2021T3,"51,34"
Mujeres,07 Castilla y León,Extranjera: Total,2021T2,"49,09"
Mujeres,07 Castilla y León,Extranjera: Total,2021T1,"46,56"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2023T4,"51,33"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2023T3,"55,41"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2023T2,"59,16"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2023T1,"52,94"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2022T4,"55,62"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2022T3,"52,72"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2022T2,"58,41"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2022T1,"57,51"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2021T4,"54,94"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2021T3,"51,28"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2021T2,"50,48"
Mujeres,07 Castilla y León,Extranjera: Unión Europea,2021T1,"49,19"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2023T4,"56,11"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2023T3,"61,43"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2023T2,"47,25"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2023T1,"43,51"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2022T4,"49,62"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2022T3,"49,88"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2022T2,"53,66"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2022T1,"48,85"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2021T4,"48,61"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2021T3,"51,38"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2021T2,"48,04"
Mujeres,07 Castilla y León,Extranjera: No pertenecientes a la Unión Europea,2021T1,"44,41"
Mujeres,08 Castilla - La Mancha,Total,2023T4,"43,74"
Mujeres,08 Castilla - La Mancha,Total,2023T3,"44,71"
Mujeres,08 Castilla - La Mancha,Total,2023T2,"44,76"
Mujeres,08 Castilla - La Mancha,Total,2023T1,"42,50"
Mujeres,08 Castilla - La Mancha,Total,2022T4,"43,03"
Mujeres,08 Castilla - La Mancha,Total,2022T3,"41,83"
Mujeres,08 Castilla - La Mancha,Total,2022T2,"42,45"
Mujeres,08 Castilla - La Mancha,Total,2022T1,"42,12"
Mujeres,08 Castilla - La Mancha,Total,2021T4,"42,88"
Mujeres,08 Castilla - La Mancha,Total,2021T3,"42,97"
Mujeres,08 Castilla - La Mancha,Total,2021T2,"41,21"
Mujeres,08 Castilla - La Mancha,Total,2021T1,"39,01"
Mujeres,08 Castilla - La Mancha,Española,2023T4,"43,42"
Mujeres,08 Castilla - La Mancha,Española,2023T3,"43,68"
Mujeres,08 Castilla - La Mancha,Española,2023T2,"43,84"
Mujeres,08 Castilla - La Mancha,Española,2023T1,"41,78"
Mujeres,08 Castilla - La Mancha,Española,2022T4,"41,87"
Mujeres,08 Castilla - La Mancha,Española,2022T3,"41,75"
Mujeres,08 Castilla - La Mancha,Española,2022T2,"42,48"
Mujeres,08 Castilla - La Mancha,Española,2022T1,"41,29"
Mujeres,08 Castilla - La Mancha,Española,2021T4,"42,12"
Mujeres,08 Castilla - La Mancha,Española,2021T3,"41,86"
Mujeres,08 Castilla - La Mancha,Española,2021T2,"40,71"
Mujeres,08 Castilla - La Mancha,Española,2021T1,"38,76"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2023T4,"46,29"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2023T3,"53,17"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2023T2,"52,49"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2023T1,"48,89"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2022T4,"53,91"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2022T3,"42,59"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2022T2,"42,12"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2022T1,"50,21"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2021T4,"49,93"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2021T3,"52,45"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2021T2,"45,61"
Mujeres,08 Castilla - La Mancha,Extranjera: Total,2021T1,"41,04"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T4,"59,10"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T3,"70,05"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T2,"64,15"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T1,"64,05"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T4,"71,46"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T3,"53,40"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T2,"50,87"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T1,"56,34"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T4,"61,45"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T3,"62,85"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T2,"56,53"
Mujeres,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T1,"50,30"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T4,"37,28"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T3,"42,34"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T2,"45,00"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T1,"38,53"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T4,"42,25"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T3,"35,26"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T2,"36,34"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T1,"46,02"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T4,"43,93"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T3,"46,84"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T2,"38,78"
Mujeres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T1,"35,54"
Mujeres,09 Cataluña,Total,2023T4,"52,29"
Mujeres,09 Cataluña,Total,2023T3,"52,70"
Mujeres,09 Cataluña,Total,2023T2,"52,48"
Mujeres,09 Cataluña,Total,2023T1,"50,69"
Mujeres,09 Cataluña,Total,2022T4,"50,89"
Mujeres,09 Cataluña,Total,2022T3,"50,92"
Mujeres,09 Cataluña,Total,2022T2,"50,97"
Mujeres,09 Cataluña,Total,2022T1,"50,63"
Mujeres,09 Cataluña,Total,2021T4,"51,00"
Mujeres,09 Cataluña,Total,2021T3,"50,51"
Mujeres,09 Cataluña,Total,2021T2,"49,16"
Mujeres,09 Cataluña,Total,2021T1,"48,99"
Mujeres,09 Cataluña,Española,2023T4,"51,19"
Mujeres,09 Cataluña,Española,2023T3,"51,70"
Mujeres,09 Cataluña,Española,2023T2,"51,72"
Mujeres,09 Cataluña,Española,2023T1,"50,22"
Mujeres,09 Cataluña,Española,2022T4,"50,91"
Mujeres,09 Cataluña,Española,2022T3,"50,45"
Mujeres,09 Cataluña,Española,2022T2,"50,75"
Mujeres,09 Cataluña,Española,2022T1,"50,00"
Mujeres,09 Cataluña,Española,2021T4,"51,04"
Mujeres,09 Cataluña,Española,2021T3,"50,35"
Mujeres,09 Cataluña,Española,2021T2,"48,77"
Mujeres,09 Cataluña,Española,2021T1,"49,27"
Mujeres,09 Cataluña,Extranjera: Total,2023T4,"57,82"
Mujeres,09 Cataluña,Extranjera: Total,2023T3,"57,79"
Mujeres,09 Cataluña,Extranjera: Total,2023T2,"56,64"
Mujeres,09 Cataluña,Extranjera: Total,2023T1,"53,36"
Mujeres,09 Cataluña,Extranjera: Total,2022T4,"50,79"
Mujeres,09 Cataluña,Extranjera: Total,2022T3,"53,67"
Mujeres,09 Cataluña,Extranjera: Total,2022T2,"52,32"
Mujeres,09 Cataluña,Extranjera: Total,2022T1,"54,56"
Mujeres,09 Cataluña,Extranjera: Total,2021T4,"50,71"
Mujeres,09 Cataluña,Extranjera: Total,2021T3,"51,46"
Mujeres,09 Cataluña,Extranjera: Total,2021T2,"51,45"
Mujeres,09 Cataluña,Extranjera: Total,2021T1,"47,35"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2023T4,"65,39"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2023T3,"72,04"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2023T2,"67,25"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2023T1,"69,73"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2022T4,"62,53"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2022T3,"64,49"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2022T2,"63,25"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2022T1,"68,81"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2021T4,"66,18"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2021T3,"60,99"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2021T2,"61,09"
Mujeres,09 Cataluña,Extranjera: Unión Europea,2021T1,"55,61"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T4,"56,07"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T3,"54,00"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T2,"54,28"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T1,"49,45"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T4,"47,80"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T3,"51,33"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T2,"50,40"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T1,"51,70"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T4,"47,18"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T3,"49,40"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T2,"49,18"
Mujeres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T1,"45,26"
Mujeres,10 Comunitat Valenciana,Total,2023T4,"47,06"
Mujeres,10 Comunitat Valenciana,Total,2023T3,"47,12"
Mujeres,10 Comunitat Valenciana,Total,2023T2,"45,98"
Mujeres,10 Comunitat Valenciana,Total,2023T1,"45,11"
Mujeres,10 Comunitat Valenciana,Total,2022T4,"45,77"
Mujeres,10 Comunitat Valenciana,Total,2022T3,"44,89"
Mujeres,10 Comunitat Valenciana,Total,2022T2,"45,30"
Mujeres,10 Comunitat Valenciana,Total,2022T1,"45,49"
Mujeres,10 Comunitat Valenciana,Total,2021T4,"44,36"
Mujeres,10 Comunitat Valenciana,Total,2021T3,"43,39"
Mujeres,10 Comunitat Valenciana,Total,2021T2,"42,75"
Mujeres,10 Comunitat Valenciana,Total,2021T1,"42,09"
Mujeres,10 Comunitat Valenciana,Española,2023T4,"48,09"
Mujeres,10 Comunitat Valenciana,Española,2023T3,"47,37"
Mujeres,10 Comunitat Valenciana,Española,2023T2,"46,90"
Mujeres,10 Comunitat Valenciana,Española,2023T1,"45,27"
Mujeres,10 Comunitat Valenciana,Española,2022T4,"46,17"
Mujeres,10 Comunitat Valenciana,Española,2022T3,"45,45"
Mujeres,10 Comunitat Valenciana,Española,2022T2,"46,06"
Mujeres,10 Comunitat Valenciana,Española,2022T1,"46,04"
Mujeres,10 Comunitat Valenciana,Española,2021T4,"45,57"
Mujeres,10 Comunitat Valenciana,Española,2021T3,"43,94"
Mujeres,10 Comunitat Valenciana,Española,2021T2,"43,14"
Mujeres,10 Comunitat Valenciana,Española,2021T1,"43,12"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2023T4,"42,45"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2023T3,"45,94"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2023T2,"41,58"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2023T1,"44,29"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2022T4,"43,71"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2022T3,"41,99"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2022T2,"41,20"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2022T1,"42,42"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2021T4,"37,58"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2021T3,"40,32"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2021T2,"40,56"
Mujeres,10 Comunitat Valenciana,Extranjera: Total,2021T1,"36,47"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T4,"47,49"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T3,"51,63"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T2,"47,24"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T1,"47,87"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T4,"52,84"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T3,"48,49"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T2,"39,82"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T1,"38,75"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T4,"36,08"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T3,"41,85"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T2,"41,53"
Mujeres,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T1,"42,74"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T4,"40,02"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T3,"43,46"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T2,"39,06"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T1,"42,52"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T4,"39,88"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T3,"38,77"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T2,"41,84"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T1,"44,72"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T4,"38,34"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T3,"39,67"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T2,"40,03"
Mujeres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T1,"33,05"
Mujeres,11 Extremadura,Total,2023T4,"40,48"
Mujeres,11 Extremadura,Total,2023T3,"40,58"
Mujeres,11 Extremadura,Total,2023T2,"39,61"
Mujeres,11 Extremadura,Total,2023T1,"38,78"
Mujeres,11 Extremadura,Total,2022T4,"39,08"
Mujeres,11 Extremadura,Total,2022T3,"40,18"
Mujeres,11 Extremadura,Total,2022T2,"39,78"
Mujeres,11 Extremadura,Total,2022T1,"37,80"
Mujeres,11 Extremadura,Total,2021T4,"37,49"
Mujeres,11 Extremadura,Total,2021T3,"38,65"
Mujeres,11 Extremadura,Total,2021T2,"37,10"
Mujeres,11 Extremadura,Total,2021T1,"34,72"
Mujeres,11 Extremadura,Española,2023T4,"40,40"
Mujeres,11 Extremadura,Española,2023T3,"39,75"
Mujeres,11 Extremadura,Española,2023T2,"39,03"
Mujeres,11 Extremadura,Española,2023T1,"38,27"
Mujeres,11 Extremadura,Española,2022T4,"38,42"
Mujeres,11 Extremadura,Española,2022T3,"39,62"
Mujeres,11 Extremadura,Española,2022T2,"39,57"
Mujeres,11 Extremadura,Española,2022T1,"37,89"
Mujeres,11 Extremadura,Española,2021T4,"37,20"
Mujeres,11 Extremadura,Española,2021T3,"38,17"
Mujeres,11 Extremadura,Española,2021T2,"36,50"
Mujeres,11 Extremadura,Española,2021T1,"34,52"
Mujeres,11 Extremadura,Extranjera: Total,2023T4,"42,13"
Mujeres,11 Extremadura,Extranjera: Total,2023T3,"57,95"
